Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value
ENSMUSG00000066438,Plekhd1,0.00021347085304928895,1.3779503644841302,0.6643773418808029,0,-1.3779503644841302,0.6643773418808029
ENSMUSG00000062961,Ccdc177,0,-1.2070121362370259,0.6353833057846586,0.00012320621183658893,1.2070121362370259,0.6353833057846586
ENSMUSG00000112093,Gm47941,0.007044538150626535,3.0517221321631425,0.000000013972332870465192,0.0007392372710195336,-3.0517221321631425,0.000000013972332870465192
ENSMUSG00000021133,Susd6,1.1106888484154505,1.5175764476351024,0.0000000001928660221453098,0.387853154861582,-1.5175764476351024,0.000000000192866022145255
ENSMUSG00000120386,Gm56514,0.004269417060985779,0.10614574902260365,0.9705939435226879,0.003942598778770846,-0.10614574902260365,0.9705939435226879
ENSMUSG00000112880,Gm20337,0.010887013505513736,0.32974127144151044,0.46418407526268907,0.008624434828561227,-0.32974127144151044,0.46418407526268907
ENSMUSG00000021134,Srsf5,1.6909026270034178,0.5733689929037964,0.02349962281521672,1.13633089176886,-0.5733689929037964,0.023499622815214713
ENSMUSG00000021135,Slc10a1,0.023054852129323206,1.4252560792624855,0.00002453979237061122,0.008501228616724638,-1.4252560792624855,0.00002453979237061122
ENSMUSG00000021136,Smoc1,0.33578965184653153,3.530106277699556,0.000000000000000000000000000000000000013143398230955586,0.0289534597815984,-3.530106277699556,0.000000000000000000000000000000000000013143398230955586
ENSMUSG00000079055,Slc8a3,0,-1.2070121362370259,0.6353833057846586,0.00012320621183658893,1.2070121362370259,0.6353833057846586
ENSMUSG00000098128,Gm3693,0,-1.2070121362370259,0.6353833057846586,0.00012320621183658893,1.2070121362370259,0.6353833057846586
ENSMUSG00000091803,Cox16,1.048675565604632,0.47653199595578916,0.06910527421528286,0.7536523978044146,-0.47653199595578916,0.06910527421527599
ENSMUSG00000072974,Gm4787,0.003949210781411846,0.8709903757642472,0.1170985193555256,0.0020945056012220123,-0.8709903757642472,0.1170985193555256
ENSMUSG00000072972,Adam4,0.00501656504665829,0.623062862320662,0.37897022188779517,0.0032033615077513124,-0.623062862320662,0.37897022188779517
ENSMUSG00000099478,Gm28370,0.04450867286077675,1.187464040559501,0.000039206228256920774,0.019466581470181054,-1.187464040559501,0.000039206228256920774
