Gen	TotalRecuentos
AT2G28990	12
AT5G65120	12
AT5G52545	12
AT4G04220	12
AT5G19310	12
AT4G39070	12
AT5G44500	12
AT4G25835	12
AT5G41580	12
AT3G59420	12
AT1G28310	12
AT5G03175	12
AT5G57840	12
AT1G07485	12
AT3G14470	12
AT1G58400	12
AT2G38110	12
AT5G15330	12
AT4G23840	12
AT5G03700	12
AT1G14520	12
AT3G50800	12
AT1G63750	12
AT2G30890	12
AT1G73370	12
AT4G23420	12
AT5G38540	12
AT5G40860	12
AT4G26790	12
AT3G48940	12
AT5G59790	12
AT2G32530	12
AT5G58340	12
AT4G02040	12
AT5G06190	12
AT1G29720	12
AT5G06720	12
AT1G64890	12
AT5G56580	12
AT4G31360	12
AT1G64960	12
AT3G19120	12
AT3G54870	12
AT5G46740	12
AT3G07060	12
AT5G63595	12
AT5G28442	12
AT4G00150	12
AT2G14530	12
AT2G32590	12
AT2G33560	12
AT5G06670	12
AT4G36930	12
AT5G25590	12
AT2G42950	12
AT2G01280	12
AT1G59620	12
AT1G75295	12
AT2G45280	12
AT5G18065	12
AT1G04730	12
AT3G22400	12
AT4G38210	12
AT4G11660	12
AT1G15510	12
AT5G24105	12
AT1G63150	12
AT5G60520	12
AT1G17250	12
AT2G23945	12
AT1G73130	12
AT3G51030	12
AT3G10440	12
AT2G41150	12
AT3G44740	12
AT3G60590	12
AT1G73150	12
AT1G59940	12
AT2G45460	12
AT4G14290	12
AT1G68872	12
AT5G58480	12
AT3G60400	12
AT4G05120	12
AT1G15530	12
AT5G35930	12
AT5G40880	12
AT3G24070	12
AT1G74240	12
AT5G06811	12
AT3G50100	12
AT1G52050	12
AT2G20400	12
AT2G02148	12
AT4G06534	12
AT5G18540	12
AT1G34047	12
AT5G14350	12
AT5G38340	12
AT2G16880	12
AT4G32535	12
AT3G09580	12
AT3G56620	12
AT1G26150	12
AT3G53590	12
AT2G22530	12
AT5G05400	12
AT1G54050	12
AT3G07930	12
AT5G43420	12
AT1G08733	12
AT4G25120	12
AT5G53020	12
AT5G64890	12
AT3G26460	12
AT3G62930	12
AT2G19340	12
AT1G27140	12
AT2G46240	12
AT2G47860	12
AT4G25515	12
AT5G15700	12
AT3G01430	12
AT4G38180	12
AT3G21740	12
AT1G78260	12
AT5G19960	12
AT2G04850	12
AT3G08880	12
AT5G55170	12
AT5G55560	12
AT4G29730	12
AT1G59540	12
AT3G13674	12
AT2G38240	12
AT4G22250	12
AT3G59710	12
AT3G12830	12
AT4G14096	12
AT5G55810	12
AT5G18370	12
AT1G46768	12
AT5G48990	12
AT1G17232	12
AT4G04360	12
AT3G20490	12
AT5G67450	12
AT5G56320	12
AT5G45840	12
AT3G02140	12
AT1G04917	12
AT4G17410	12
AT5G35400	12
AT1G17230	12
AT4G20470	12
AT5G61540	12
AT4G26180	12
AT2G42760	12
AT5G13150	12
AT2G16005	12
AT4G00770	12
AT1G72060	12
AT4G04900	12
AT3G16175	12
AT3G13970	12
AT1G72220	12
AT5G17600	12
AT2G47220	12
AT2G39920	12
AT2G42540	12
AT2G16760	12
AT1G14730	12
AT2G44370	12
AT1G78540	12
AT1G53250	12
AT4G32890	12
AT1G72670	12
AT3G01730	12
ATMG00860	12
AT5G09690	12
AT2G33815	12
AT1G51870	12
AT5G09295	12
AT1G45545	12
AT4G21530	12
AT5G11510	12
AT1G66080	12
AT2G14100	12
AT1G31120	12
AT5G37530	11
AT5G09350	11
AT5G09790	11
AT4G03635	11
AT5G53080	11
AT5G08110	11
AT1G26420	11
AT1G09320	11
AT3G61830	11
AT1G78340	11
AT2G34190	11
AT5G22300	11
AT2G03670	11
AT2G24545	11
AT5G43870	11
AT1G47340	11
AT2G18760	11
AT5G67310	11
AT2G43370	11
AT1G71528	11
AT3G18960	11
AT2G01818	11
AT2G33810	11
AT4G29030	11
AT1G03830	11
AT5G52910	11
AT5G38140	11
AT3G54770	11
AT3G01513	11
AT1G01840	11
AT5G58530	11
AT2G02010	11
AT3G12510	11
AT3G47600	11
AT3G22180	11
AT3G49760	11
AT5G47610	11
AT4G33120	11
AT2G20515	11
AT1G69170	11
AT1G71230	11
AT2G33790	11
AT1G74088	11
AT3G01610	11
AT1G05970	11
AT1G70150	11
AT1G79320	11
AT1G29357	11
AT5G60050	11
AT5G64230	11
AT5G05250	11
AT4G34800	11
AT5G62150	11
AT3G53320	11
AT4G33440	11
AT4G21890	11
AT5G47400	11
AT1G16440	11
AT2G18560	11
AT3G11520	11
AT1G07880	11
AT1G56350	11
AT4G22990	11
AT2G29485	11
AT3G03590	11
AT4G32700	11
AT3G56250	11
AT1G30850	11
AT4G16940	11
AT1G76570	11
AT5G61990	11
AT4G11230	11
AT2G37150	11
AT5G14690	11
AT3G60050	11
AT4G33660	11
AT3G08600	11
AT3G57060	11
AT5G63630	11
AT5G52120	11
AT4G17680	11
AT3G53220	11
AT3G49420	11
AT5G63830	11
AT3G59470	11
AT3G15351	11
AT3G21305	11
AT4G24900	11
AT4G03100	11
AT4G13070	11
AT1G79460	11
AT5G27460	11
AT1G70140	11
AT2G40435	11
AT1G16850	11
AT2G46660	11
AT3G48540	11
AT5G55250	11
AT1G74390	11
AT3G01410	11
AT1G54650	11
AT2G04620	11
AT1G62030	11
AT3G11470	11
AT1G14180	11
AT5G41000	11
AT1G03530	11
AT4G02070	11
AT3G63450	11
AT1G72420	11
AT5G59490	11
AT5G55670	11
AT3G19360	11
AT5G17250	11
AT1G16630	11
AT1G74750	11
AT5G57480	11
AT2G25050	11
AT5G22930	11
AT4G27470	11
AT5G61350	11
AT1G46554	11
AT4G24175	11
AT3G12820	11
AT4G24015	11
AT1G49880	11
AT2G14050	11
AT1G74700	11
AT5G09443	11
AT4G05040	11
AT1G61050	11
AT5G41910	11
AT4G21310	11
AT1G56210	11
AT2G16980	11
AT1G26130	11
AT5G52250	11
AT5G25480	11
AT5G64280	11
AT1G12370	11
AT1G34770	11
AT5G63060	11
AT3G16750	11
AT2G40670	11
AT2G18450	11
AT3G44820	11
AT4G01360	11
AT5G22220	11
AT3G08505	11
AT4G15810	11
AT4G36150	11
AT2G01660	11
AT4G18520	11
AT1G02660	11
AT3G60680	11
AT1G16690	11
AT3G54490	11
AT1G22570	11
AT3G60280	11
AT3G21720	11
AT2G41290	11
AT5G06000	11
AT3G12530	11
AT3G15420	11
AT3G07730	11
AT1G71692	11
AT3G44050	11
AT2G23470	11
AT5G16560	11
AT1G69325	11
AT2G34930	11
AT4G36110	11
AT1G72852	11
AT5G16950	11
AT5G59720	11
AT1G60525	11
AT4G06536	11
AT3G28100	11
AT4G22840	11
AT2G40160	11
AT1G60050	11
AT5G52020	11
AT3G51750	11
AT3G07540	11
AT5G58160	11
AT1G09470	11
AT3G56820	11
AT2G30395	11
AT3G56830	11
AT1G61120	11
AT4G19870	11
AT2G34650	11
AT3G56330	11
AT1G50930	11
AT1G73320	11
AT5G64905	11
AT5G44582	11
AT1G11940	11
AT5G43730	11
AT4G08505	11
AT5G05850	11
AT3G50840	11
AT1G06850	11
AT4G11880	11
AT4G40000	11
AT5G66005	11
AT3G04030	11
AT3G51470	11
AT1G09240	11
AT2G03280	11
AT1G48770	11
AT3G63530	11
AT5G08139	11
AT3G18100	11
AT1G60610	11
AT1G53110	11
AT5G12360	11
AT1G10970	11
AT3G07615	11
AT5G02860	11
AT5G51440	11
AT5G10720	11
AT4G02460	11
AT5G42440	11
AT2G16270	11
AT5G10410	11
AT1G24290	11
AT1G73270	11
AT5G67245	11
AT4G23770	11
AT4G28070	11
AT5G44569	11
AT1G77210	11
AT2G23560	11
AT2G37530	11
AT1G04635	11
AT5G16200	11
AT4G31398	11
AT4G34930	11
AT5G15280	11
AT5G14080	11
AT1G26761	11
AT3G20010	11
AT2G29620	11
AT2G07335	11
AT5G11460	11
AT3G02825	11
AT1G73280	11
AT5G64360	11
AT1G52520	11
AT4G14740	11
AT5G23230	11
AT2G02680	11
AT3G23740	11
AT4G22560	11
AT1G70170	11
AT2G43200	11
AT3G54200	11
AT5G66790	11
AT3G09405	11
AT1G06770	11
AT4G10130	11
AT4G01920	11
AT3G13600	11
AT5G45275	11
AT5G07150	11
AT1G19980	11
AT5G58210	11
AT1G31010	11
AT1G72070	11
AT1G66840	11
AT5G65710	11
AT1G23560	11
AT3G61410	11
AT2G25650	11
AT1G72140	11
AT3G23200	11
AT2G32390	11
AT4G24415	11
AT2G44735	11
AT3G21580	11
AT1G66345	11
AT5G41612	11
AT4G14480	11
AT5G43210	11
AT1G76870	11
AT1G32730	11
AT3G60290	11
AT3G18770	11
AT5G03800	11
AT3G13175	11
AT5G59680	11
AT1G11592	11
AT3G48580	11
AT5G56520	11
AT5G40640	11
AT2G22620	11
AT1G30240	11
AT5G64900	11
AT2G21080	11
AT5G02400	11
AT1G35330	11
AT1G66090	11
AT4G21720	11
AT1G66730	11
AT4G39630	11
AT1G02420	11
AT5G20820	11
AT5G43725	11
AT3G21351	11
AT5G18245	11
AT2G36792	11
AT3G57380	11
AT3G59570	11
AT1G29195	11
AT2G47480	11
AT2G01913	11
AT2G20100	11
AT5G08340	11
AT5G63580	11
AT1G71490	11
AT5G51170	11
AT1G27960	11
AT1G75590	11
AT1G68110	11
AT5G24640	11
AT2G44740	11
AT4G25270	11
AT2G20700	11
AT4G02280	11
AT2G15042	11
AT3G50050	11
AT2G08655	11
AT2G40960	11
AT1G60095	11
AT4G02485	11
AT3G49601	11
AT4G26990	11
AT5G54240	11
AT5G49700	11
AT3G19470	11
AT3G62620	11
AT4G13310	11
AT4G15070	11
AT4G31400	11
AT3G03370	11
AT5G54530	11
AT3G05370	11
AT1G61340	11
AT5G50610	11
AT3G05075	11
AT3G61850	11
AT4G23220	11
AT3G61810	11
AT1G01190	11
AT3G63370	11
AT1G18550	11
AT4G25390	11
AT1G44830	11
AT1G27370	11
AT2G41240	11
AT3G24495	11
AT3G61190	11
AT2G43840	11
AT1G14250	11
AT5G03390	11
AT1G61370	11
AT1G80870	11
AT2G15790	11
AT4G21230	11
AT1G16445	11
AT4G16480	11
AT1G08507	11
AT5G16600	11
AT5G61455	11
AT4G34970	11
AT4G08150	11
AT2G03450	11
AT2G41440	11
AT3G17700	11
AT2G14580	11
AT3G50890	11
AT1G08273	11
AT2G10931	11
AT3G46950	11
AT3G25700	11
AT2G33110	11
AT5G65830	11
AT3G46990	11
AT1G23980	11
AT5G25580	10
AT3G06210	10
AT1G63020	10
AT1G64580	10
AT1G62305	10
AT4G01220	10
AT5G66630	10
AT3G17070	10
AT4G21400	10
AT1G14430	10
AT4G39550	10
AT3G54390	10
AT3G55720	10
AT1G68540	10
AT5G27610	10
AT4G14120	10
AT5G50710	10
AT1G22990	10
AT2G26860	10
AT4G23440	10
AT2G44260	10
AT5G06420	10
AT1G17040	10
AT5G06790	10
AT1G05557	10
AT5G14850	10
AT5G41130	10
AT1G58520	10
AT4G15400	10
AT5G05310	10
AT3G04020	10
AT4G34340	10
AT5G05240	10
AT1G73770	10
AT1G60630	10
AT5G45580	10
AT5G65320	10
AT3G20220	10
AT1G01690	10
AT3G28210	10
AT2G06040	10
AT4G36840	10
AT3G26490	10
AT1G56020	10
AT1G68400	10
AT3G02890	10
AT3G49690	10
AT5G51580	10
AT4G33040	10
AT5G13910	10
AT1G21240	10
AT5G62260	10
AT1G04117	10
AT4G27435	10
AT3G46200	10
AT4G17350	10
AT4G25600	10
AT1G23040	10
AT5G66070	10
AT4G21340	10
AT1G48270	10
AT2G03710	10
AT1G09050	10
AT4G21705	10
AT5G25830	10
AT3G02280	10
AT3G27027	10
AT3G53940	10
AT1G56260	10
AT5G39760	10
AT1G44160	10
AT1G28815	10
AT2G43250	10
AT4G14690	10
AT4G00975	10
AT1G78960	10
AT4G17610	10
AT5G03180	10
AT5G49280	10
AT3G45890	10
AT2G42270	10
AT1G13520	10
AT5G56420	10
AT3G18310	10
AT4G36120	10
AT5G57980	10
AT5G03110	10
AT4G14370	10
AT3G54060	10
AT3G10070	10
AT2G18600	10
AT2G25940	10
AT5G22750	10
AT3G44730	10
AT1G18200	10
AT1G35515	10
AT3G48800	10
AT2G45860	10
AT5G47590	10
AT3G49900	10
AT2G37890	10
AT4G10890	10
AT4G36580	10
AT1G51460	10
AT1G51670	10
AT1G29630	10
AT2G40008	10
AT5G48310	10
AT2G34790	10
AT3G52460	10
AT1G76620	10
AT3G01890	10
AT3G20270	10
AT3G44510	10
AT3G15150	10
AT1G50290	10
AT3G47040	10
AT3G10930	10
AT1G34270	10
AT1G79190	10
AT5G16690	10
AT4G16570	10
AT1G13910	10
AT5G59980	10
AT1G74250	10
AT1G06090	10
AT1G16800	10
AT1G63350	10
AT1G28710	10
AT4G14700	10
AT4G17970	10
AT1G77570	10
AT2G02380	10
AT2G45320	10
AT3G57540	10
AT1G60505	10
AT5G15070	10
AT3G19970	10
AT1G14770	10
AT2G27790	10
AT4G33585	10
AT3G12170	10
AT2G35658	10
AT1G03520	10
AT5G13290	10
AT2G24580	10
AT2G22930	10
AT1G31470	10
AT2G14115	10
AT2G45080	10
AT1G62110	10
AT3G46270	10
AT4G00460	10
AT4G35985	10
AT5G04290	10
AT1G18485	10
AT5G26320	10
AT2G42110	10
AT5G60630	10
AT3G24450	10
AT1G02010	10
AT1G77520	10
AT5G56160	10
AT4G14819	10
AT5G56780	10
AT1G12790	10
AT5G03406	10
AT2G03200	10
AT3G02240	10
AT5G43080	10
AT3G14850	10
AT1G32190	10
AT4G04221	10
AT1G75125	10
AT1G76590	10
AT2G37420	10
AT3G53240	10
AT1G11450	10
AT4G20450	10
AT5G13660	10
AT1G62130	10
AT5G11020	10
AT4G38410	10
AT3G26932	10
AT2G44255	10
AT4G02005	10
AT1G59930	10
AT3G54910	10
AT1G52270	10
AT4G13560	10
AT1G52550	10
AT2G45100	10
AT2G29910	10
AT4G23990	10
AT1G20070	10
AT2G32840	10
AT3G56230	10
AT1G14530	10
AT3G16730	10
AT4G03725	10
AT5G52230	10
AT1G46480	10
AT4G18300	10
AT3G53310	10
AT3G20340	10
AT2G29760	10
AT5G01015	10
AT5G14360	10
AT1G35430	10
AT3G25020	10
AT5G04895	10
AT5G41280	10
AT2G41190	10
AT4G12990	10
AT1G19480	10
AT3G03840	10
AT2G39370	10
AT5G23350	10
AT4G22980	10
AT1G79490	10
AT3G08000	10
AT1G31490	10
AT1G11600	10
AT2G20720	10
AT2G18570	10
AT3G19440	10
AT5G46260	10
AT5G50010	10
AT3G25590	10
AT4G14940	10
AT3G25190	10
AT4G02110	10
AT5G25160	10
AT1G30840	10
AT1G05523	10
AT5G38590	10
AT5G16190	10
AT1G73040	10
AT3G06840	10
AT1G68330	10
AT3G21520	10
AT3G52480	10
AT1G12420	10
AT1G52100	10
AT5G18820	10
AT4G15230	10
AT5G06430	10
AT1G05950	10
AT2G06005	10
AT2G22830	10
AT4G34360	10
AT1G09820	10
AT2G46200	10
AT1G56150	10
AT3G50470	10
AT1G19300	10
AT1G62320	10
AT3G08990	10
AT5G65690	10
AT4G31020	10
AT4G19370	10
AT1G03905	10
AT1G66500	10
AT3G05936	10
AT1G62350	10
AT1G78320	10
AT1G09517	10
AT1G51340	10
AT2G40030	10
AT5G05430	10
AT3G60660	10
AT5G02630	10
AT1G28070	10
AT1G17090	10
AT2G18520	10
AT5G06810	10
AT5G20110	10
AT5G41320	10
AT3G29770	10
AT3G12550	10
AT1G76600	10
AT5G55460	10
AT4G30820	10
AT1G55630	10
AT1G53140	10
AT2G30660	10
AT5G21900	10
AT5G61550	10
AT4G10720	10
AT4G18760	10
AT3G05340	10
AT3G52535	10
AT4G31330	10
AT1G10340	10
AT1G65790	10
AT1G48360	10
AT1G66250	10
AT1G30600	10
AT4G14840	10
AT1G01715	10
AT3G05980	10
AT3G13432	10
AT4G30980	10
AT1G63410	10
AT3G17580	10
AT1G12880	10
AT2G44850	10
AT1G19250	10
AT5G09970	10
AT2G48080	10
AT4G11890	10
AT1G30845	10
AT4G07195	10
AT5G40720	10
AT4G30520	10
AT4G39560	10
AT4G09560	10
AT5G66870	10
AT1G68980	10
AT1G45163	10
AT1G80325	10
AT3G25013	10
AT2G46810	10
AT2G31600	10
AT1G26900	10
AT5G54880	10
AT1G10040	10
AT1G12550	10
AT5G09300	10
AT5G01370	10
AT4G23410	10
AT3G18510	10
AT1G09000	10
AT5G51310	10
AT5G22690	10
AT1G64180	10
AT1G43605	10
AT4G26795	10
AT2G35380	10
AT4G20820	10
AT2G35980	10
AT2G01330	10
AT3G04485	10
AT5G45660	10
AT5G56210	10
AT2G46570	10
AT5G58310	10
AT3G56440	10
AT1G63400	10
AT1G74010	10
AT2G41130	10
AT5G47800	10
AT5G05340	10
AT5G41610	10
AT1G02820	10
AT1G64590	10
AT1G05020	10
AT1G33415	10
AT5G07080	10
AT1G47560	10
AT2G37510	10
AT5G42880	10
AT5G54790	10
AT5G19830	10
AT1G12480	10
AT5G60022	10
AT3G46690	10
AT2G32765	10
AT5G63100	10
AT5G19560	10
AT1G15160	10
AT2G43520	10
AT1G24095	10
AT1G09170	10
AT1G70950	10
AT1G76065	10
AT1G53025	10
AT3G46920	10
AT4G14830	10
AT2G42040	10
AT1G58070	10
AT1G51130	10
AT5G01890	10
AT5G23810	10
AT1G49870	10
AT3G24320	10
AT1G64405	10
AT4G14520	10
AT1G65560	10
AT3G44860	10
AT2G18050	10
AT3G57730	10
AT4G26770	10
AT5G49920	10
AT1G26260	10
AT5G24750	10
AT5G65609	10
AT2G32795	10
AT2G28440	10
AT1G76800	10
AT1G61960	10
AT4G10400	10
AT3G22142	10
AT5G59700	10
AT1G16825	10
AT5G44460	10
AT1G51965	10
AT4G31970	10
AT5G14820	10
AT1G70790	9
AT3G61360	9
AT5G44572	9
AT5G22799	9
AT1G28530	9
AT4G37380	9
AT1G07517	9
AT3G25010	9
AT1G07119	9
AT4G25510	9
AT5G57050	9
AT1G06740	9
AT2G23630	9
AT1G06240	9
AT5G17450	9
AT2G07042	9
AT2G35430	9
AT4G25760	9
AT5G37540	9
AT3G61350	9
AT1G45229	9
AT3G17830	9
AT2G40460	9
AT4G40010	9
AT1G69900	9
AT1G68862	9
AT1G05785	9
AT1G27695	9
AT5G55970	9
AT3G27640	9
AT3G04310	9
AT3G17360	9
AT2G26710	9
AT1G14970	9
AT4G28720	9
AT2G31290	9
AT3G42670	9
AT4G35970	9
AT1G56120	9
AT4G13750	9
AT2G21070	9
AT3G10820	9
AT5G51770	9
AT4G32970	9
AT5G53090	9
AT1G69440	9
AT2G39445	9
AT3G21500	9
AT1G30720	9
AT1G11270	9
AT3G06910	9
AT5G07790	9
AT5G57080	9
AT1G52620	9
AT5G08350	9
AT5G62170	9
AT3G04420	9
AT4G00940	9
AT3G08870	9
AT5G10320	9
AT2G43445	9
AT3G32040	9
AT1G80170	9
AT2G16870	9
AT4G38215	9
AT1G24260	9
AT4G26200	9
AT4G01575	9
AT2G18210	9
AT2G19690	9
AT5G27000	9
AT1G26730	9
AT4G38080	9
AT1G67365	9
AT5G67190	9
AT2G17730	9
AT4G16850	9
AT5G02030	9
AT4G04190	9
AT3G53350	9
AT2G18890	9
AT2G29170	9
AT5G49520	9
AT4G31240	9
AT5G60900	9
AT1G16070	9
AT5G42690	9
AT4G13710	9
AT5G50390	9
AT5G44578	9
AT1G59950	9
AT5G24200	9
AT5G57130	9
AT1G05600	9
AT2G08730	9
AT1G54530	9
AT1G26800	9
AT4G16970	9
AT2G29480	9
AT3G14260	9
AT5G52890	9
AT3G60070	9
AT1G62010	9
AT2G36305	9
AT3G20470	9
AT1G80320	9
AT3G58650	9
AT3G23120	9
AT3G22125	9
AT4G39580	9
AT1G21140	9
AT3G24810	9
AT2G26270	9
AT2G47140	9
AT1G54385	9
AT3G01450	9
AT1G55610	9
AT1G12620	9
AT2G42530	9
AT3G10400	9
AT1G54940	9
AT3G47210	9
AT3G10570	9
AT1G34245	9
AT4G17180	9
AT5G58580	9
AT3G18400	9
AT3G57590	9
AT4G16750	9
AT5G46530	9
AT4G33770	9
AT1G67040	9
AT5G03510	9
AT4G30860	9
AT3G25430	9
AT3G03750	9
AT3G04750	9
AT2G35730	9
AT5G08600	9
AT1G19290	9
AT1G29785	9
AT1G73850	9
AT3G48980	9
AT1G02430	9
AT5G05090	9
AT1G16310	9
AT1G50300	9
AT2G26000	9
AT3G23110	9
AT3G28956	9
AT5G51380	9
AT3G54710	9
AT4G09950	9
AT3G44690	9
AT3G16700	9
AT5G05965	9
AT2G29680	9
AT2G22650	9
AT1G50270	9
AT5G05085	9
AT2G45900	9
AT4G21220	9
AT5G06800	9
AT1G79420	9
AT1G62920	9
AT3G59680	9
AT3G57700	9
AT5G61300	9
AT1G15460	9
AT5G04660	9
AT3G11110	9
AT3G16030	9
AT5G47660	9
AT1G08610	9
AT4G28790	9
AT3G05930	9
AT3G06480	9
AT3G61760	9
AT1G62085	9
AT2G15730	9
AT3G15140	9
AT3G14463	9
AT5G62990	9
AT4G27240	9
AT1G77720	9
AT4G24310	9
AT2G25090	9
AT3G24490	9
AT1G63250	9
AT3G24240	9
AT4G38670	9
AT4G29110	9
AT3G63280	9
AT2G39300	9
AT4G21880	9
AT2G36370	9
AT5G25500	9
AT5G47455	9
AT4G38940	9
AT2G45000	9
AT1G23010	9
AT4G19750	9
AT5G41025	9
AT3G09060	9
AT5G14140	9
AT3G50080	9
AT1G34110	9
AT3G27870	9
AT4G36470	9
AT3G61930	9
AT1G18690	9
AT4G33130	9
AT1G02970	9
AT4G22495	9
AT4G18470	9
AT1G72540	9
AT3G16860	9
AT3G60286	9
AT3G04860	9
AT3G17626	9
AT1G65150	9
AT2G36840	9
AT1G68340	9
AT1G66190	9
AT3G10320	9
AT5G64640	9
AT3G47360	9
AT5G12100	9
AT1G07745	9
AT5G01050	9
AT4G10500	9
AT4G30460	9
AT3G03450	9
AT5G56380	9
AT5G67180	9
AT3G24560	9
AT2G17080	9
AT5G51720	9
AT3G51320	9
AT2G38185	9
AT3G20090	9
AT4G22233	9
AT5G13210	9
AT1G68450	9
AT5G28490	9
AT1G68080	9
AT2G42360	9
AT3G26960	9
AT1G04390	9
AT5G20480	9
AT5G66650	9
AT5G46730	9
AT2G37090	9
AT5G01790	9
AT1G07560	9
AT4G21585	9
AT4G22070	9
AT2G37195	9
AT1G07740	9
AT3G28850	9
AT5G64780	9
AT5G01630	9
AT1G10380	9
AT2G40130	9
AT5G49800	9
AT3G32030	9
AT2G35770	9
AT1G67570	9
AT1G80315	9
AT4G26120	9
AT2G07680	9
AT3G13100	9
AT3G53170	9
AT5G44350	9
AT3G47820	9
AT5G49000	9
AT1G10530	9
AT3G23250	9
AT5G62820	9
AT2G46572	9
AT4G15700	9
AT3G20300	9
AT1G67790	9
AT5G40600	9
AT5G51465	9
AT5G07152	9
AT5G09840	9
AT1G73810	9
AT4G38560	9
AT3G28270	9
AT1G51270	9
AT2G04852	9
AT2G28330	9
AT5G55820	9
AT2G28260	9
AT1G21740	9
AT1G34844	9
AT3G49330	9
AT5G16900	9
AT3G06920	9
AT5G38000	9
AT3G10200	9
AT1G23880	9
AT4G38480	9
AT3G55880	9
AT3G56320	9
AT1G01453	9
AT4G09685	9
AT5G02950	9
AT4G15765	9
AT3G24420	9
AT2G27010	9
AT1G04933	9
AT2G17740	9
AT5G45370	9
AT5G06590	9
AT4G04055	9
AT3G22740	9
AT5G41120	9
AT2G25420	9
AT5G38790	9
AT4G38300	9
AT1G80150	9
AT1G26360	9
AT4G29740	9
AT4G08700	9
AT3G55970	9
AT1G18290	9
AT2G42430	9
AT2G35480	9
AT2G34180	9
AT5G42370	9
AT5G59740	9
AT4G11920	9
AT2G44070	9
AT5G10900	9
AT1G72840	9
AT5G40140	9
AT4G20420	9
AT1G60700	9
AT1G65250	9
AT2G44995	9
AT5G61560	9
AT5G59240	9
AT4G16140	9
AT5G05435	9
AT3G45410	9
AT2G17525	9
AT1G63855	9
AT4G04180	9
AT1G34420	9
AT5G61430	9
AT3G48600	9
AT4G08160	9
AT1G26530	9
AT1G62150	9
AT5G48110	9
AT1G06660	9
AT5G48175	9
AT5G06740	9
AT5G51590	9
AT2G42650	9
AT3G13760	9
AT5G39240	9
AT5G43380	9
AT2G33980	9
AT3G62280	9
AT5G51270	9
AT3G11440	9
AT1G16090	9
AT1G33480	9
AT2G46880	9
AT5G61360	9
AT3G25440	9
AT1G16820	9
AT4G01400	9
AT4G32710	9
AT3G47200	9
AT1G80190	9
AT3G04130	9
AT2G32030	9
AT3G48410	9
AT1G11900	9
AT4G03895	9
AT1G49990	9
AT3G58930	9
AT1G74120	9
AT5G38344	9
AT2G34340	9
AT4G17000	9
AT1G49620	9
AT2G14825	9
AT5G41020	9
AT1G51820	9
AT1G10060	9
AT5G25640	9
AT4G21060	9
AT1G71060	9
AT1G80245	9
AT4G06746	9
AT1G17255	9
AT5G26749	9
AT2G47895	9
AT4G38092	9
AT5G36002	9
AT5G63090	9
AT3G63220	9
AT1G05300	9
AT3G61113	9
AT5G15265	9
AT1G50890	9
AT1G30757	9
AT2G37930	9
AT1G03470	9
AT4G19890	9
AT1G77530	9
AT5G14230	9
AT2G45600	9
AT5G44280	9
AT4G29050	9
AT1G01450	9
AT2G47485	9
AT2G19190	9
AT5G49330	9
AT3G12870	9
AT2G26040	9
AT3G57580	9
AT3G09480	9
AT3G50280	9
AT4G15290	9
AT5G61930	9
AT5G65200	9
AT2G30960	8
AT4G22610	8
AT5G57590	8
AT5G54190	8
AT1G28760	8
AT5G38280	8
AT5G36920	8
AT1G36060	8
AT5G61980	8
AT1G12730	8
AT5G56720	8
AT1G52030	8
AT3G57430	8
AT1G14240	8
AT4G21903	8
AT1G78410	8
AT5G18920	8
AT3G22760	8
AT5G27210	8
AT1G16530	8
AT4G02700	8
AT2G48010	8
AT5G62760	8
AT5G41980	8
AT5G02695	8
AT5G19875	8
AT5G65420	8
AT2G35585	8
AT3G59765	8
AT3G45750	8
AT2G16970	8
AT5G38100	8
AT1G43650	8
AT2G46040	8
AT1G72855	8
AT4G13110	8
AT4G13280	8
AT3G53960	8
AT1G69230	8
AT2G17900	8
AT5G24420	8
AT4G00980	8
AT3G51180	8
AT3G46080	8
AT3G49750	8
AT4G08230	8
AT1G06100	8
AT1G54180	8
AT1G08757	8
AT3G20170	8
AT1G74350	8
AT5G54070	8
AT5G23155	8
AT5G07070	8
AT4G30870	8
AT5G09315	8
AT3G66652	8
AT3G20660	8
AT3G44570	8
AT3G09190	8
AT3G29130	8
AT4G22505	8
AT1G02380	8
AT1G59740	8
AT3G23240	8
AT3G59880	8
AT3G11750	8
AT2G38695	8
AT3G48187	8
AT3G61320	8
AT1G13780	8
AT5G14280	8
AT5G15890	8
AT1G11540	8
AT5G63290	8
AT1G02340	8
AT3G58200	8
AT3G20130	8
AT1G17700	8
AT3G60310	8
AT5G42840	8
AT5G24270	8
AT4G21170	8
AT4G22467	8
AT3G60490	8
AT5G45330	8
AT4G35070	8
AT5G14610	8
AT3G12860	8
AT1G06923	8
AT1G10320	8
AT4G15960	8
AT3G48470	8
AT5G59000	8
AT1G13480	8
AT1G72120	8
AT1G03650	8
AT1G03560	8
AT2G32280	8
AT2G13690	8
AT5G01180	8
AT3G04380	8
AT3G44540	8
AT5G62310	8
AT2G47780	8
AT4G10800	8
AT5G45780	8
AT5G64950	8
AT3G26320	8
AT5G28530	8
AT3G09230	8
AT1G21360	8
AT3G13980	8
AT4G01600	8
AT1G49470	8
AT3G03440	8
AT5G02520	8
AT5G47250	8
AT1G04930	8
AT3G55060	8
AT3G07875	8
AT1G61430	8
AT1G67970	8
AT2G34610	8
AT5G42330	8
AT4G03230	8
AT5G16350	8
AT3G09415	8
AT5G66450	8
AT2G42660	8
AT5G48770	8
AT5G50170	8
AT5G07140	8
AT5G53210	8
