PX_Cd0_Rep1_nat	PX_Cd0_Rep2_nat	PX_Cd0_Rep3_nat	WT_Cd0_Rep1_nat	WT_Cd0_Rep3_nat
AT3G12670	3165	3270	3675	3270	3206
AT3G12680	746	813	930	801	829
AT3G12685	204	203	243	175	188
AT3G12690	184	172	219	172	181
AT3G12700	1557	1313	1473	1344	1007
AT3G12710	1318	1193	1470	1839	1592
AT3G12720	15	32	41	24	23
AT3G12730	97	108	107	89	92
AT3G12740	3023	2671	3055	2544	2226
AT3G12750	404	457	516	486	402
AT3G12760	2121	2144	2364	2060	2047
AT3G12770	160	167	218	138	205
AT3G12775	15	7	23	13	15
AT3G12780	30894	28269	31828	36099	31501
AT3G12800	3001	2966	3153	2706	2466
AT3G12810	1979	2558	2632	1887	2516
AT3G12820	213	216	239	186	184
AT3G12830	158	185	171	135	153
AT3G12833	8	7	7	3	5
AT3G12835	5	5	6	0	3
AT3G12840	0	0	0	5	0
AT3G12850	0	0	0	0	0
AT3G12860	191	230	266	234	199
AT3G12870	102	99	113	118	128
AT3G12880	2	4	0	0	1
AT3G12890	11	19	23	26	21
AT3G12900	54	26	31	9	5
AT3G12910	17	17	20	8	3
AT3G12915	196	223	241	178	214
AT3G12920	1356	1219	1366	1330	1179
AT3G12930	1541	1486	1752	2015	1779
AT3G12940	1159	1168	1283	1312	1260
AT3G12950	1184	1240	1380	1163	1180
AT3G12955	25	27	21	27	5
AT3G12960	25	23	18	18	31
AT3G12965	795	796	1034	935	790
AT3G12970	79	59	80	89	97
AT3G12977	82	92	82	88	83
AT3G12980	1802	2229	2363	1744	2175
AT3G12990	381	383	392	323	336
AT3G13000	652	741	827	714	821
AT3G13010	5	0	2	1	1
AT3G13020	82	71	84	64	85
AT3G13030	788	899	890	881	948
AT3G13040	2077	2338	2548	1835	2192
AT3G13050	413	503	465	445	403
AT3G13060	1778	2183	2251	1563	2054
AT3G13061	724	1044	1071	648	979
AT3G13062	1495	1523	1740	1182	1294
AT3G13065	99	83	103	52	86
AT3G13070	2354	2428	2425	2155	2290
AT3G13075	221	322	270	271	269
AT3G13080	5616	6994	7592	5117	4196
AT3G13090	513	564	650	444	384
AT3G13100	646	689	786	485	560
AT3G13110	4660	4450	4526	3743	3796
AT3G13120	7163	6256	6887	8220	7034
AT3G13130	29	28	38	16	7
AT3G13140	2	5	6	2	4
AT3G13150	453	406	463	350	348
AT3G13160	756	754	820	656	662
AT3G13170	56	50	55	65	38
AT3G13175	95	102	116	123	127
AT3G13180	1086	1108	1161	1221	1236
AT3G13190	412	423	454	380	392
AT3G13200	3287	2980	3209	3224	2676
AT3G13210	20	39	29	29	30
AT3G13220	6	5	5	4	2
AT3G13222	906	927	951	887	899
AT3G13223	1	0	1	0	0
AT3G13224	489	633	596	433	539
AT3G13225	814	897	981	720	962
AT3G13226	594	620	660	670	653
AT3G13227	0	1	0	0	2
AT3G13228	0	0	0	0	0
AT3G13229	2	0	3	1	0
AT3G13230	1440	1258	1429	1276	1060
AT3G13235	2703	2286	2614	2513	2159
AT3G13240	199	215	218	232	242
AT3G13275	74	63	64	68	69
AT3G13276	14	21	43	18	23
AT3G13277	278	317	367	289	357
AT3G13280	3	10	2	2	5
AT3G13290	1810	2575	2708	1712	2313
AT3G13300	5349	7456	8158	5031	7732
AT3G13310	1710	1547	1727	1409	1344
AT3G13320	1569	1669	1961	1506	1585
AT3G13330	6628	7883	8694	6044	6611
AT3G13335	1	0	0	0	0
AT3G13340	1808	2073	2183	1735	2166
AT3G13350	457	483	533	423	486
AT3G13360	1246	1136	1218	1230	1129
AT3G13370	0	0	0	0	0
AT3G13380	1031	1226	1363	838	913
AT3G13390	22	17	14	6	9
AT3G13400	2	2	1	3	2
AT3G13403	39	39	33	24	32
AT3G13404	44	52	47	22	43
AT3G13405	10	14	25	12	15
AT3G13410	9729	8634	9762	9216	8468
AT3G13420	74	99	99	74	112
AT3G13430	546	553	571	521	421
AT3G13432	124	87	88	72	62
AT3G13433	33	64	47	6	5
AT3G13435	276	170	224	211	175
AT3G13437	101	99	123	106	110
AT3G13440	778	856	896	719	821
AT3G13445	699	680	751	590	708
AT3G13450	643	654	660	717	691
AT3G13460	10433	12861	13287	9556	11912
AT3G13470	6765	6752	7480	7120	6271
AT3G13480	1290	1338	1613	1464	1446
AT3G13490	1770	1993	2266	2138	2106
AT3G13500	18	6	3	2	5
AT3G13510	969	996	1137	1003	1043
AT3G13520	4323	3563	4418	5026	3562
AT3G13525	40	39	62	45	53
AT3G13530	2342	2698	2828	2289	2723
AT3G13540	26	34	24	26	27
AT3G13550	414	437	465	408	433
AT3G13560	947	1050	1073	752	914
AT3G13570	1406	1525	1577	1303	1437
AT3G13580	3906	3691	4082	3291	3341
AT3G13590	112	84	91	94	83
AT3G13600	371	387	387	312	324
AT3G13610	2990	2171	2595	2297	1475
AT3G13620	327	366	384	254	301
AT3G13630	0	0	2	0	2
AT3G13640	10	20	15	26	23
AT3G13650	1352	972	1061	1101	852
AT3G13660	1	3	1	2	2
AT3G13662	0	0	0	3	0
AT3G13670	6388	6178	6590	5308	5567
AT3G13672	1923	1764	2077	1687	1803
AT3G13674	130	108	120	130	146
AT3G13677	188	169	212	215	188
AT3G13680	20	14	13	14	10
AT3G13682	124	140	197	130	166
AT3G13690	2990	3306	3603	3184	3652
AT3G13700	542	432	488	485	479
AT3G13710	542	435	492	485	479
AT3G13720	1062	831	991	1097	824
AT3G13724	12	7	24	8	11
AT3G13730	585	587	736	544	458
AT3G13740	771	752	849	876	814
AT3G13750	9774	9927	10808	9466	9970
AT3G13760	256	257	279	276	248
AT3G13770	100	103	118	97	96
AT3G13772	4092	3952	4458	3911	3828
AT3G13780	106	135	129	101	110
AT3G13782	369	380	411	353	355
AT3G13784	126	106	102	78	97
AT3G13790	3966	3588	3941	2992	2418
AT3G13800	630	712	738	581	612
AT3G13810	775	800	963	605	697
AT3G13820	3	1	0	4	2
AT3G13830	0	0	0	0	0
AT3G13840	47	40	53	87	66
AT3G13845	403	388	356	365	346
AT3G13850	10	10	12	9	10
AT3G13855	14	10	8	12	9
AT3G13857	17	12	10	15	10
AT3G13860	1648	1590	1805	1410	1306
AT3G13870	8493	8938	9817	8578	8919
AT3G13880	175	167	212	128	146
AT3G13882	1329	1168	1392	1454	1177
AT3G13890	1	2	0	2	4
AT3G13898	5	5	5	3	3
AT3G13900	196	220	225	204	182
AT3G13910	904	907	974	776	705
AT3G13920	13579	15999	17800	13916	15281
AT3G13930	7582	7539	8190	6992	6492
AT3G13940	1142	1034	1135	1032	897
AT3G13950	323	312	323	253	106
AT3G13960	91	93	117	94	133
AT3G13970	117	133	149	132	113
AT3G13980	77	173	176	152	227
AT3G13990	1036	1600	1694	917	1455
AT3G14000	354	342	407	377	353
AT3G14010	2082	2413	2610	1902	2442
AT3G14020	508	526	601	443	491
AT3G14030	0	0	0	0	0
AT3G14040	2	9	8	4	2
AT3G14050	1947	2112	2277	1709	1889
AT3G14060	251	285	230	178	167
AT3G14067	2441	4830	5177	2063	4462
AT3G14070	177	173	193	177	169
AT3G14075	731	737	814	730	802
AT3G14080	565	562	591	543	494
AT3G14090	890	916	1017	901	882
AT3G14100	4636	5206	5906	4652	5780
AT3G14110	2426	2496	2759	3055	3210
AT3G14120	1698	1696	1830	1574	1607
AT3G14130	622	506	597	475	490
AT3G14140	24	26	40	19	40
AT3G14150	699	758	844	769	955
AT3G14160	365	314	371	352	360
AT3G14170	137	97	120	137	113
AT3G14172	2308	2517	2832	2064	2633
AT3G14180	696	735	716	654	703
AT3G14185	5	5	10	9	6
AT3G14190	178	173	203	194	188
AT3G14200	817	777	846	665	700
AT3G14205	3070	3254	3535	2513	2943
AT3G14210	80093	78112	84997	80536	80404
AT3G14220	3024	2586	2948	3217	2673
AT3G14225	127	144	143	150	115
AT3G14230	8112	8537	9045	8025	8908
AT3G14240	2332	2943	3209	2230	3438
AT3G14250	0	0	0	0	0
AT3G14260	123	120	154	154	102
AT3G14270	3170	4325	4606	2859	4031
AT3G14280	1105	818	910	834	739
AT3G14290	2178	2108	2273	2074	1906
AT3G14300	2	6	10	14	7
AT3G14310	28994	29867	31163	24023	24645
AT3G14320	10	6	6	5	15
AT3G14330	885	897	826	791	795
AT3G14340	536	658	668	495	590
AT3G14350	4136	5230	5544	3840	4963
AT3G14360	203	232	225	199	160
AT3G14362	49	17	30	44	28
AT3G14370	657	654	690	776	700
AT3G14380	15	14	26	9	18
AT3G14385	0	0	0	0	0
AT3G14390	1552	1696	1950	1788	1808
AT3G14395	22	19	16	25	17
AT3G14400	2655	2978	3332	2520	2713
AT3G14410	884	791	931	780	815
AT3G14415	17121	18792	20054	15541	17720
AT3G14420	23751	26568	28486	16325	21027
AT3G14430	624	535	634	563	551
AT3G14440	101	122	138	117	154
AT3G14450	211	265	248	259	298
AT3G14452	15	10	8	21	27
AT3G14460	303	368	404	291	321
AT3G14463	91	119	107	106	100
AT3G14467	23	39	36	26	46
AT3G14470	647	689	806	504	551
AT3G14475	74	80	81	64	52
AT3G14480	0	1	0	0	0
AT3G14490	7	0	3	6	1
AT3G14510	8	8	18	19	19
AT3G14520	8	8	5	4	3
AT3G14530	49	41	79	39	49
AT3G14540	66	61	73	65	94
AT3G14550	86	108	105	118	118
AT3G14560	355	307	317	452	284
AT3G14570	633	744	795	616	734
AT3G14580	136	158	179	123	121
AT3G14590	586	638	689	506	582
AT3G14595	1139	1023	1163	1134	1019
AT3G14600	5314	5194	5712	5049	5019
AT3G14610	1273	1064	1278	926	842
AT3G14620	2898	2805	3253	1607	1560
AT3G14630	29	12	31	20	26
AT3G14640	14	20	17	31	27
AT3G14650	3495	3820	4033	3021	3679
AT3G14660	2677	2912	3161	2425	2785
AT3G14670	1	0	1	1	0
AT3G14680	1562	1283	1394	1024	939
AT3G14690	2218	2526	2550	1885	1935
AT3G14700	80	69	87	38	48
AT3G14710	19	15	22	5	20
AT3G14720	2070	2054	2136	1817	1917
AT3G14730	156	153	174	184	182
AT3G14735	2	1	2	2	2
AT3G14740	274	254	273	298	247
AT3G14750	378	382	381	287	323
AT3G14760	217	179	210	206	214
AT3G14770	774	714	847	651	499
AT3G14780	98	91	94	106	84
AT3G14790	1516	1679	1900	1678	1848
AT3G14810	1224	1256	1335	1084	1089
AT3G14820	0	0	0	0	0
AT3G14830	1229	1134	1288	958	1092
AT3G14840	10065	10478	11503	8856	9538
AT3G14850	323	271	298	309	258
AT3G14855	0	0	0	0	0
AT3G14860	1192	1115	1195	1138	1166
AT3G14870	803	853	846	822	746
AT3G14880	2	4	9	6	10
AT3G14890	687	735	744	761	665
AT3G14900	21	60	57	21	55
AT3G14910	551	521	560	530	481
AT3G14920	1626	1439	1519	1565	1309
AT3G14930	3156	3284	3658	4531	4365
AT3G14940	8743	9633	10645	9055	8594
AT3G14950	18	17	24	27	16
AT3G14960	700	692	811	629	769
AT3G14970	1	0	1	0	0
AT3G14980	1174	1312	1438	1152	1362
AT3G14981	144	160	171	142	159
AT3G14990	7814	6917	7464	6595	4656
AT3G15000	5208	5193	5736	4589	4550
AT3G15010	1865	1989	2172	1759	1926
AT3G15020	1562	1625	1805	1415	1462
AT3G15030	537	701	726	486	797
AT3G15040	307	322	316	288	342
AT3G15050	32	25	22	27	29
AT3G15055	1	1	2	1	0
AT3G15060	653	666	740	602	662
AT3G15070	890	950	1035	837	935
AT3G15080	556	572	525	451	466
AT3G15090	829	797	901	762	726
AT3G15095	1352	1488	1509	1334	1554
AT3G15110	760	721	810	792	851
AT3G15111	0	1	1	1	6
AT3G15115	234	234	286	325	289
AT3G15120	1025	1398	1522	926	1483
AT3G15130	118	98	102	99	106
AT3G15140	211	204	275	181	192
AT3G15150	170	185	194	170	148
AT3G15160	796	1017	1127	821	1032
AT3G15170	8	38	27	12	8
AT3G15180	943	984	975	872	878
AT3G15190	5288	5292	5701	7593	6620
AT3G15200	502	561	623	829	800
AT3G15210	2314	2444	2774	1941	2041
AT3G15220	937	1069	1135	886	1137
AT3G15240	67	80	133	100	117
AT3G15250	14	18	16	16	10
AT3G15251	1	1	1	0	1
AT3G15260	1515	1611	1566	1326	1336
AT3G15270	90	149	102	85	123
AT3G15280	0	0	2	0	0
AT3G15290	844	801	943	863	831
AT3G15300	226	246	267	164	166
AT3G15340	130	105	132	86	78
AT3G15350	1138	1233	1246	1043	1082
AT3G15351	319	282	286	238	291
AT3G15352	430	393	476	377	359
AT3G15353	4082	4545	5119	3219	4457
AT3G15354	2689	2907	3195	2094	2410
AT3G15355	916	1012	1067	840	849
AT3G15356	7697	8259	8994	5854	5616
AT3G15357	164	149	205	167	146
AT3G15358	110	102	110	130	121
AT3G15359	1	0	0	2	1
AT3G15360	5348	4820	5281	7116	6286
AT3G15370	27	26	35	21	43
AT3G15380	1055	1058	1172	1065	1190
AT3G15390	405	417	515	420	415
AT3G15395	326	279	362	346	355
AT3G15400	110	98	110	112	141
AT3G15410	2521	2431	2676	2338	2568
AT3G15420	87	98	106	127	108
AT3G15430	1719	1702	1864	1559	1523
AT3G15440	1	4	13	7	10
AT3G15450	2013	1624	2015	1741	1873
AT3G15460	613	547	700	568	537
AT3G15470	1831	1922	1949	1741	1878
AT3G15480	1580	1265	1385	1652	1300
AT3G15490	3	1	1	0	0
AT3G15500	368	377	410	225	215
AT3G15510	617	649	691	410	417
AT3G15518	359	367	390	340	305
AT3G15520	1211	1294	1456	1621	1621
AT3G15530	664	760	821	651	770
AT3G15534	8	5	5	4	0
AT3G15536	21	27	36	20	7
AT3G15540	238	160	173	391	267
AT3G15548	0	0	0	0	0
AT3G15550	540	539	538	533	519
AT3G15570	1056	981	1045	1082	1141
AT3G15578	15	28	15	18	35
AT3G15580	899	712	843	843	669
AT3G15585	1	0	0	0	0
AT3G15590	1836	1761	1940	1501	1514
AT3G15604	0	0	0	0	0
AT3G15605	189	216	234	217	207
AT3G15610	1901	1834	2075	1997	1938
AT3G15620	192	186	198	163	199
AT3G15630	839	704	785	804	802
AT3G15635	456	320	366	421	336
AT3G15640	3619	3239	3728	3153	2650
AT3G15650	394	475	475	307	369
AT3G15660	2136	1797	2069	1907	1648
AT3G15670	4	23	12	4	4
AT3G15680	464	444	517	523	495
AT3G15690	964	1035	1226	1200	1264
AT3G15700	175	149	145	128	111
AT3G15710	1215	1140	1209	1178	1057
AT3G15720	127	142	154	90	124
AT3G15730	25286	24483	26891	24437	24168
AT3G15740	31	23	44	20	29
AT3G15750	87	96	105	74	84
AT3G15760	235	268	277	194	232
AT3G15770	580	635	669	630	622
AT3G15780	140	152	172	125	150
AT3G15790	613	582	585	448	430
AT3G15800	43	50	63	63	58
AT3G15810	1841	1730	2023	1611	1613
AT3G15820	836	845	962	839	830
AT3G15830	6	5	4	5	9
AT3G15840	1872	1886	2178	2456	3126
AT3G15850	4063	4008	4307	3345	3302
AT3G15860	3	3	4	9	5
AT3G15870	30	39	31	25	27
AT3G15880	4078	4335	4765	3811	4370
AT3G15890	369	332	374	326	324
AT3G15900	374	450	427	404	474
AT3G15909	0	0	0	0	0
AT3G15910	0	2	3	0	3
AT3G15920	1501	1570	1717	1460	1533
AT3G15930	63	66	70	83	64
AT3G15940	2099	2182	2175	1966	2001
AT3G15950	27598	24361	25995	26175	23250
AT3G15960	2	4	2	0	3
AT3G15970	973	893	977	857	857
AT3G15980	4877	5213	5519	4942	5158
AT3G15990	437	388	504	466	379
AT3G16000	4929	5001	5124	6127	6285
AT3G16010	1031	991	1071	1286	1246
AT3G16020	18	32	30	29	30
AT3G16030	491	462	519	313	380
AT3G16040	42	32	29	25	35
AT3G16050	695	639	701	646	551
AT3G16060	2743	2728	2978	2593	2865
AT3G16070	48	42	51	57	39
AT3G16080	5288	5065	5549	4936	4353
AT3G16090	536	733	726	561	697
AT3G16100	579	585	670	705	622
AT3G16110	1264	1179	1275	1163	1123
AT3G16117	2	0	0	0	0
AT3G16120	7	10	9	12	11
AT3G16130	2736	2715	3085	3728	3999
AT3G16140	6759	6637	7421	8931	9056
AT3G16150	133	91	108	134	88
AT3G16160	12	18	22	21	32
AT3G16170	986	829	927	919	863
AT3G16175	111	91	125	134	129
AT3G16180	943	906	1087	1079	1025
AT3G16190	738	793	762	692	749
AT3G16200	693	709	704	693	684
AT3G16210	71	62	74	53	44
AT3G16220	865	886	931	673	775
AT3G16230	1228	1317	1378	1238	1119
AT3G16240	14858	13348	15164	20319	16919
AT3G16250	1653	1585	1739	1648	1766
AT3G16260	1247	1312	1683	1416	1536
AT3G16270	3414	3401	3688	3061	3126
AT3G16280	109	116	127	110	116
AT3G16290	2464	2443	2614	2543	2697
AT3G16300	6	7	9	7	5
AT3G16310	1218	1264	1270	1037	1110
AT3G16320	210	210	243	195	219
AT3G16330	324	261	308	222	165
AT3G16340	2498	2644	2848	2146	2424
AT3G16350	428	446	498	366	402
AT3G16360	79	68	117	70	89
AT3G16370	6937	6994	7875	7896	8331
AT3G16380	462	571	673	634	742
AT3G16390	755	552	506	540	672
AT3G16400	28942	24970	26649	27992	22893
AT3G16410	10239	8796	9650	9743	7579
AT3G16420	52340	38846	43580	55183	38904
AT3G16430	5904	4695	4833	5408	3969
AT3G16432	0	0	0	0	0
AT3G16440	779	215	256	760	276
AT3G16450	6351	5655	5762	4580	4389
AT3G16460	24922	21437	23920	24389	21799
AT3G16470	12421	11645	13007	11826	10841
AT3G16480	1957	1992	2355	1893	1903
AT3G16490	93	99	104	87	125
AT3G16500	1032	1101	1190	961	988
AT3G16510	168	158	143	123	124
AT3G16520	1961	2445	2660	2098	3110
AT3G16525	6244	5716	6307	5072	4009
AT3G16530	10288	9359	10182	7872	6289
AT3G16540	5	1	6	3	2
AT3G16550	0	0	0	0	0
AT3G16552	0	0	0	0	1
AT3G16555	1	0	2	1	0
AT3G16560	1992	2043	2278	1927	1733
AT3G16565	656	600	626	588	531
AT3G16570	2465	2267	2381	2477	2341
AT3G16580	1	3	3	2	3
AT3G16590	2	3	3	1	0
AT3G16600	0	0	1	0	2
AT3G16610	66	91	100	72	57
AT3G16620	943	969	1057	874	1040
AT3G16630	4488	4756	4906	4159	4721
AT3G16640	10955	14069	16108	10882	15910
AT3G16650	225	227	261	169	151
AT3G16660	470	330	303	391	234
AT3G16670	1008	918	858	581	638
AT3G16680	2	2	6	5	2
AT3G16690	304	239	304	323	272
AT3G16700	199	213	264	175	223
AT3G16710	171	164	175	148	194
AT3G16712	31	21	33	23	37
AT3G16720	900	853	956	790	688
AT3G16730	357	403	436	312	396
AT3G16740	721	747	841	694	729
AT3G16750	170	203	202	173	287
AT3G16760	2114	2055	2296	2013	1902
AT3G16770	18640	17880	19090	16415	21784
AT3G16780	4064	4035	4250	3773	3289
AT3G16785	2371	2715	2862	2237	2752
AT3G16800	905	957	941	930	935
AT3G16810	1939	1777	2134	1625	1472
AT3G16820	0	0	0	0	0
AT3G16830	3572	4021	4761	3227	4106
AT3G16840	2039	2182	2190	1749	1805
AT3G16850	2807	2968	3249	3419	3516
AT3G16857	1047	1504	1517	970	1447
AT3G16860	333	338	352	258	257
AT3G16870	433	409	487	415	434
AT3G16880	0	0	0	0	1
AT3G16890	322	292	320	230	280
AT3G16895	0	0	0	0	0
AT3G16900	67	58	56	35	26
AT3G16910	2677	2769	3009	1705	2043
AT3G16920	536	325	436	495	340
AT3G16930	0	0	0	1	2
AT3G16940	1895	1899	2037	1695	1829
AT3G16950	2199	2121	2310	2215	2057
AT3G16960	0	0	1	0	0
AT3G16970	0	0	0	0	0
AT3G16980	54	53	47	49	82
AT3G16990	316	304	294	308	294
AT3G17000	1327	1247	1348	1180	1186
AT3G17010	3	7	5	6	11
AT3G17020	6015	5325	5712	5323	5033
AT3G17030	177	215	250	205	234
AT3G17040	2610	2769	2845	2751	2998
AT3G17060	0	0	1	0	0
AT3G17070	291	233	222	249	225
AT3G17080	0	0	1	0	0
AT3G17090	1487	1875	1878	1596	1800
AT3G17100	1286	1399	1488	1446	1679
AT3G17120	573	659	763	660	662
AT3G17130	76	61	64	83	67
AT3G17140	1	1	0	3	0
AT3G17150	0	0	0	0	0
AT3G17152	2	2	4	1	0
AT3G17155	0	0	0	0	0
AT3G17160	381	351	344	416	381
AT3G17170	571	671	673	636	677
AT3G17180	9	11	9	8	1
AT3G17185	369	363	418	354	340
AT3G17190	0	0	0	0	1
AT3G17205	3017	3444	3702	2842	3164
AT3G17210	2921	2568	2775	3396	2565
AT3G17220	38	40	26	32	54
AT3G17225	22	37	28	23	26
AT3G17227	3	1	0	1	0
AT3G17230	0	0	0	0	0
AT3G17240	6815	6669	7730	6287	5722
AT3G17250	431	404	437	377	356
AT3G17261	0	0	0	0	0
AT3G17265	0	0	0	0	0
AT3G17270	0	2	0	0	0
AT3G17280	110	98	119	111	98
AT3G17300	437	392	491	439	423
AT3G17310	769	975	1108	895	985
AT3G17320	0	0	0	1	3
AT3G17330	603	674	738	555	652
AT3G17340	1629	1784	1947	1593	1798
AT3G17350	206	205	219	210	229
AT3G17360	765	890	1023	870	1023
AT3G17365	365	366	441	380	379
AT3G17370	0	1	0	0	1
AT3G17380	782	845	1013	1199	1061
AT3G17390	42317	36666	40916	46468	36777
AT3G17400	0	0	1	0	1
AT3G17410	3381	2907	3174	2757	2370
AT3G17420	2344	2213	2474	2124	2011
AT3G17430	1082	1112	1281	1109	1062
AT3G17440	1740	1588	1819	1528	1648
AT3G17450	899	977	1021	806	900
AT3G17460	86	72	88	57	57
AT3G17465	1150	1256	1293	1070	1072
AT3G17470	258	430	417	276	526
AT3G17480	0	0	0	0	0
AT3G17490	0	0	0	0	0
AT3G17500	0	1	2	0	1
AT3G17510	3953	4014	4329	3537	3563
AT3G17520	0	0	3	1	0
AT3G17530	2	0	0	0	0
AT3G17540	0	0	0	0	0
AT3G17550	0	0	0	0	0
AT3G17560	0	0	0	0	0
AT3G17570	1	0	0	0	0
AT3G17580	115	110	97	91	115
AT3G17590	530	479	495	459	407
AT3G17600	85	69	79	66	63
AT3G17609	1209	1148	1188	880	680
AT3G17611	343	318	384	294	278
AT3G17620	6	8	7	9	4
AT3G17626	59	104	98	91	84
AT3G17630	84	142	148	105	105
AT3G17640	22	54	66	14	70
AT3G17650	2653	2641	2816	2318	2587
AT3G17655	1397	1291	1434	1147	1311
AT3G17660	118	103	110	110	128
AT3G17668	195	174	188	188	175
AT3G17670	212	208	232	188	259
AT3G17675	9	14	23	21	30
AT3G17680	157	166	202	174	177
AT3G17690	42	53	54	59	54
AT3G17700	429	485	513	336	406
AT3G17710	308	267	324	253	270
AT3G17712	634	667	766	525	670
AT3G17717	98	113	125	104	113
AT3G17720	2	1	0	0	2
AT3G17730	56	49	52	52	53
AT3G17740	1087	1136	1305	917	1157
AT3G17750	1549	1637	1818	1513	1820
AT3G17760	14	10	12	15	16
AT3G17765	4	7	4	3	6
AT3G17770	1575	1804	1803	1164	1385
AT3G17780	1263	1120	1219	1232	1002
AT3G17790	3047	2967	3264	3101	3741
AT3G17800	2329	2183	2316	2484	2289
AT3G17810	4243	4285	4327	3874	3690
AT3G17820	4937	4514	4800	4169	3768
AT3G17830	251	274	283	256	261
AT3G17840	1435	1385	1463	1348	1172
AT3G17850	4339	4865	5264	4253	4988
AT3G17860	1519	1417	1545	1327	1390
AT3G17880	1614	1601	1682	1395	1341
AT3G17890	311	270	323	245	255
AT3G17900	2470	2820	3182	2336	2895
AT3G17910	561	601	716	504	564
AT3G17920	1108	1139	1301	1075	1250
AT3G17930	1616	1571	1621	1560	1630
AT3G17940	2049	1779	1964	1904	1746
AT3G17950	207	236	205	250	243
AT3G17970	1721	1951	1876	1550	1674
AT3G17980	22	20	17	13	28
AT3G18000	4371	4314	4899	5830	5685
AT3G18010	139	158	187	135	158
AT3G18020	150	149	178	169	165
AT3G18030	317	291	383	312	384
AT3G18035	2558	2883	3034	2282	2822
AT3G18040	1311	1294	1393	1166	1147
AT3G18050	1752	1858	1931	1707	2023
AT3G18060	6597	6276	6894	6655	6524
AT3G18070	89	77	80	99	544
AT3G18080	12628	13154	14423	13934	18717
AT3G18090	327	361	415	354	438
AT3G18100	457	443	501	415	444
AT3G18110	1629	1998	2154	1561	2059
AT3G18120	0	0	0	0	0
AT3G18130	3898	3874	4456	4127	3466
AT3G18140	1771	1823	2021	1764	1919
AT3G18150	0	2	0	0	1
AT3G18160	300	340	384	253	347
AT3G18165	1163	1281	1343	1178	1064
AT3G18170	1319	1055	1166	1086	946
AT3G18180	7	5	0	0	3
AT3G18190	4140	4095	4634	4461	4209
AT3G18200	501	444	509	479	518
AT3G18210	1012	1025	1116	996	998
AT3G18215	936	937	1063	888	922
AT3G18217	97	117	132	92	122
AT3G18220	0	0	0	0	0
AT3G18230	448	733	825	376	823
AT3G18235	2	1	7	7	1
AT3G18240	815	852	936	809	787
AT3G18250	167	148	137	132	68
AT3G18260	109	80	89	124	61
AT3G18270	675	678	779	627	786
AT3G18280	2150	1520	1679	1858	1200
AT3G18282	3	2	2	3	0
AT3G18290	6554	7713	8242	4805	5674
AT3G18291	15	8	21	25	16
AT3G18295	414	377	412	421	397
AT3G18300	198	218	251	205	217
AT3G18310	400	437	513	339	416
AT3G18320	173	177	206	102	119
AT3G18330	7	6	1	4	3
AT3G18340	0	0	0	0	0
AT3G18350	789	796	856	724	787
AT3G18360	12	14	7	20	16
AT3G18362	1	0	0	0	0
AT3G18370	2627	2834	3066	2465	2609
AT3G18380	534	545	649	490	571
AT3G18390	2551	3468	3505	2532	3800
AT3G18400	195	184	193	175	169
AT3G18410	3127	2921	3454	3293	2745
AT3G18420	1180	1151	1320	1347	1437
AT3G18430	778	718	764	773	626
AT3G18440	1339	1257	1451	1168	1149
AT3G18450	246	159	161	128	151
AT3G18460	1	2	2	5	0
AT3G18470	0	2	0	1	0
AT3G18480	2436	2398	2671	2347	2370
AT3G18485	12	12	8	5	18
AT3G18490	1857	2917	3188	1552	2899
AT3G18500	425	454	494	391	479
AT3G18510	85	112	120	117	111
AT3G18518	0	0	0	1	0
AT3G18520	1367	1522	1622	1370	1488
AT3G18524	589	580	667	614	650
AT3G18530	14	15	10	7	15
AT3G18535	57	180	192	62	199
AT3G18550	2	4	5	6	1
AT3G18560	269	262	263	295	223
AT3G18570	7	5	4	8	7
AT3G18580	337	279	300	301	259
AT3G18590	0	0	0	0	1
AT3G18600	1918	1993	2221	1683	1655
AT3G18610	191	220	235	89	96
AT3G18620	461	431	461	390	396
AT3G18630	100	93	128	143	123
AT3G18640	1455	1559	1566	1292	1347
AT3G18650	0	0	0	0	0
AT3G18660	153	148	177	148	132
AT3G18670	33	38	32	21	35
AT3G18680	2176	2416	2408	2363	2556
AT3G18690	621	706	680	629	718
AT3G18700	0	1	0	0	0
AT3G18710	567	498	586	604	505
AT3G18715	29	14	12	15	29
AT3G18720	4	1	7	7	1
AT3G18730	394	495	511	434	470
AT3G18740	6026	5505	6157	5880	4825
AT3G18750	730	738	778	623	681
AT3G18760	768	612	743	744	581
AT3G18770	358	381	390	358	384
AT3G18773	272	249	260	221	229
AT3G18775	194	189	201	173	172
AT3G18780	25818	25891	29123	23160	25447
AT3G18790	332	438	429	323	393
AT3G18800	105	119	112	61	106
AT3G18810	0	3	3	0	6
AT3G18815	0	0	1	0	0
AT3G18820	4613	3873	4245	4462	3530
AT3G18827	0	0	0	0	0
AT3G18830	2950	2937	3282	2232	2041
AT3G18840	25	47	42	26	39
AT3G18850	367	311	376	409	364
AT3G18860	3806	3574	3875	3550	3463
AT3G18870	276	285	332	296	310
AT3G18880	28	29	48	35	25
AT3G18890	3473	3947	4311	4136	4792
AT3G18895	1	0	0	0	0
AT3G18900	184	185	199	209	190
AT3G18905	0	0	0	0	0
AT3G18910	354	364	398	360	335
AT3G18915	222	295	236	187	301
AT3G18930	506	623	609	472	585
AT3G18940	667	663	730	671	645
